Stock Ticker,Date,Time,Open,High,Low,Close,Volume
TSLA,2016-04-04,15:00:00,249.12,252.12,243.64,246.99,13289584
TSLA,2016-04-05,15:00:00,240.50,256.56,240.00,255.47,9915160
TSLA,2016-04-06,15:00:00,253.97,267.74,253.45,265.42,11679883
TSLA,2016-04-07,15:00:00,266.45,269.34,254.51,257.20,8836815
TSLA,2016-04-08,15:00:00,260.50,260.82,248.02,250.07,7332157
TSLA,2016-04-11,15:00:00,251.00,258.99,245.30,249.92,9153901
TSLA,2016-04-12,15:00:00,249.50,251.80,243.63,247.82,5750757
TSLA,2016-04-13,15:00:00,248.51,255.50,247.33,254.53,4917930
TSLA,2016-04-14,15:00:00,253.00,256.84,251.05,251.86,4119980
TSLA,2016-04-15,15:00:00,251.31,254.60,249.12,254.51,3742018
TSLA,2016-04-18,15:00:00,252.23,258.31,251.66,253.88,4261782
TSLA,2016-04-19,15:00:00,253.12,254.37,241.25,247.37,6349403
TSLA,2016-04-20,15:00:00,246.26,253.66,241.50,249.97,5190831
TSLA,2016-04-21,15:00:00,248.99,250.90,246.91,248.29,2783059
TSLA,2016-04-22,15:00:00,248.89,254.00,245.71,253.75,3774648
TSLA,2016-04-25,15:00:00,253.01,257.38,250.76,251.82,3664293
TSLA,2016-04-26,15:00:00,252.05,255.73,249.39,253.74,3212470
TSLA,2016-04-27,15:00:00,252.75,255.00,249.40,251.47,3190682
TSLA,2016-04-28,15:00:00,249.85,253.43,247.44,247.71,2509509
TSLA,2016-04-29,15:00:00,248.14,248.43,237.81,240.76,5388701
TSLA,2016-05-02,15:00:00,241.50,243.19,234.82,241.80,3836429
TSLA,2016-05-03,15:00:00,237.36,238.91,231.62,232.32,4289174
TSLA,2016-05-04,15:00:00,230.29,234.46,220.40,222.56,8262540
TSLA,2016-05-05,15:00:00,228.46,228.64,209.79,211.53,11235835
TSLA,2016-05-06,15:00:00,210.87,216.37,208.11,214.93,5681078
TSLA,2016-05-09,15:00:00,215.72,216.15,206.80,208.92,4758131
TSLA,2016-05-10,15:00:00,207.55,209.47,205.00,208.69,4065214
TSLA,2016-05-11,15:00:00,207.59,215.48,206.05,208.96,5153730
TSLA,2016-05-12,15:00:00,211.44,211.67,203.66,207.28,3646943
TSLA,2016-05-13,15:00:00,207.78,211.20,206.70,207.61,2819264
TSLA,2016-05-16,15:00:00,208.15,213.15,207.92,208.29,2945072
TSLA,2016-05-17,15:00:00,209.05,209.82,204.02,204.66,2841168
TSLA,2016-05-18,15:00:00,209.15,215.31,207.75,211.17,5384698
TSLA,2016-05-19,15:00:00,213.62,216.79,207.30,215.21,6811976
TSLA,2016-05-20,15:00:00,216.99,220.55,216.35,220.28,8951773
TSLA,2016-05-23,15:00:00,219.87,222.60,215.86,216.22,5093158
TSLA,2016-05-24,15:00:00,216.60,218.74,215.18,217.91,3008774
TSLA,2016-05-25,15:00:00,217.91,221.36,216.51,219.58,3126822
TSLA,2016-05-26,15:00:00,220.50,225.26,219.05,225.12,4064013
TSLA,2016-05-27,15:00:00,224.99,225.93,220.75,223.04,3642740
TSLA,2016-05-31,15:00:00,223.04,224.75,221.50,223.23,2789002
TSLA,2016-06-01,15:00:00,221.48,222.40,216.89,219.56,2982695
TSLA,2016-06-02,15:00:00,219.59,219.91,217.11,218.96,2032832
TSLA,2016-06-03,15:00:00,220.00,221.94,218.01,218.99,2228970
TSLA,2016-06-06,15:00:00,218.00,220.90,215.45,220.68,2249508
TSLA,2016-06-07,15:00:00,222.24,234.44,221.52,232.34,6213573
TSLA,2016-06-08,15:00:00,233.80,240.84,232.60,235.52,5971995
TSLA,2016-06-09,15:00:00,234.98,235.33,227.06,229.36,4492075
TSLA,2016-06-10,15:00:00,227.39,227.97,218.42,218.79,6026603
TSLA,2016-06-13,15:00:00,219.50,225.77,217.66,217.87,4193022
TSLA,2016-06-14,15:00:00,218.88,222.20,212.53,214.96,3580167
TSLA,2016-06-15,15:00:00,216.95,221.90,215.13,217.70,2908522